Total ,Sport,Age,Height,Weight,Sex
0,Athletics,23,,,F
0,Athletics,25,173,61,M
0,Judo,28,180,120,M
0,Water Polo,18,190,91,M
0,Taekwondo,20,180,,F
0,Basketball,34,177,67,F
0,Cycling - Road,28,184,66,M
0,Football,21,187,78,M
0,Football,20,175,75,M
0,Cycling - Road,24,156,59,F
0,Athletics,23,,,M
0,Weightlifting,27,167,63,F
1,Weightlifting,26,161,62,F
0,Athletics,27,173,60,F
0,Boxing,23,171,,M
0,Hockey,24,162,56,F
0,Wrestling,26,157,55,M
0,Weightlifting,22,173,154,F
0,Swimming,19,170,80,M
0,Handball,29,170,75,F
0,Football,28,157,61,F
0,Rowing,23,179,72,F
0,Swimming,34,192,88,M
0,Water Polo,27,198,113,M
0,Athletics,25,185,100,M
0,Athletics,20,,,F
0,Football,22,162,61,F
0,Boxing,25,,,M
0,Handball,30,195,100,M
0,Cycling - Track,26,175,68,M
0,Rowing,22,188,89,M
0,Canoe Sprint,23,174,67,M
0,Volleyball,27,174,64,F
0,Wrestling,28,150,55,M
0,Cycling - Mountain Bike,27,179,71,M
0,Hockey,30,189,92,M
0,Basketball,25,187,79,F
0,Wrestling,34,165,63,F
0,Taekwondo,22,164,,F
0,Athletics,27,165,57,M
0,Handball,24,197,102,M
0,Boxing,18,169,,M
0,Gymnastics - Artistic,21,167,,F
0,Hockey,27,159,52,F
0,Athletics,22,,,M
0,Gymnastics - Artistic,29,160,,M
0,Sailing,34,191,100,M
0,Rowing,29,191,94,M
0,Cycling - Track,24,175,80,M
0,Rowing,21,182,75,F
0,Fencing,31,178,76,M
0,Athletics,29,184,80,M
0,Badminton,19,172,65,F
0,Swimming,26,182,60,M
0,Sailing,36,177,67,M
0,Football,22,187,80,M
0,Wrestling,25,180,84,M
0,Swimming,18,175,67,F
0,Handball,27,190,90,M
0,Shooting,32,168,52,F
0,Shooting,48,183,88,M
0,Swimming,27,170,62,F
0,Cycling - Track,33,181,81,M
0,Weightlifting,23,175,85,M
0,Handball,26,188,81,M
0,Swimming,24,195,83,M
0,Cycling - Mountain Bike,32,182,75,M
0,Handball,24,212,101,M
0,Fencing,28,174,68,F
1,Gymnastics - Artistic,16,160,,F
0,Modern Pentathlon,28,181,75,M
1,Rowing,33,182,76,F
0,Modern Pentathlon,28,167,53,F
0,Gymnastics - Artistic,20,163,,F
0,Swimming,18,187,72,M
0,Athletics,29,178,85,M
0,Boxing,19,176,,M
0,Wrestling,21,186,84,M
0,Swimming,23,183,67,F
0,Boxing,21,181,,F
0,Athletics,39,186,115,M
0,Volleyball,21,178,71,F
1,Rowing,24,185,79,F
1,Canoe Slalom,33,170,71,M
0,Athletics,18,182,72,M
0,Beach Volleyball,30,170,61,F
0,Cycling - BMX,27,165,65,F
0,Equestrian,32,185,68,M
1,Rowing,24,188,94,M
0,Cycling - Road,25,176,62,M
0,Athletics,31,163,50,F
0,Hockey,19,182,77,M
0,Athletics,24,173,65,F
1,Weightlifting,20,158,69,M
0,Athletics,29,190,135,M
1,Cycling - Road,27,186,75,M
0,Handball,24,168,63,F
0,Equestrian,38,182,79,M
0,Water Polo,35,177,78,M
0,Athletics,29,176,68,F
0,Athletics,28,178,74,M
0,Shooting,21,161,51,F
0,Athletics,23,,,F
0,Athletics,31,,,M
0,Football,21,181,77,M
0,Football,23,189,79,M
0,Athletics,26,157,59,F
0,Fencing,29,170,59,F
0,Football,23,170,70,M
0,Swimming,24,,,M
0,Sailing,35,173,70,M
0,Tennis,29,176,68,F
0,Athletics,25,166,60,F
0,Badminton,22,175,68,M
0,Weightlifting,24,170,77,M
0,Athletics,23,172,90,F
0,Taekwondo,26,172,,F
0,Athletics,23,178,63,M
1,Shooting,44,172,70,M
0,Athletics,25,172,59,F
0,Swimming,24,179,64,F
0,Shooting,27,175,75,F
0,Football,29,162,55,F
0,Wrestling,25,180,72,F
0,Fencing,33,169,59,F
0,Athletics,26,172,60,M
0,Rowing,19,199,96,M
0,Athletics,21,176,67,M
0,Athletics,30,164,57,F
0,Sailing,34,170,70,F
0,Athletics,27,170,55,F
0,Athletics,22,,,M
0,Athletics,25,186,67,M
0,Athletics,24,,,M
0,Fencing,18,191,76,M
0,Handball,33,183,79,F
1,Rowing,23,178,75,F
0,Volleyball,36,202,90,M
0,Shooting,24,170,68,F
0,Athletics,28,186,81,M
0,Judo,29,170,66,M
0,Football,24,172,65,M
0,Basketball,26,199,105,M
0,Weightlifting,19,174,77,M
0,Athletics,28,189,92,M
0,Swimming,29,,,M
0,Water Polo,31,195,95,M
0,Badminton,36,169,65,M
0,Football,28,153,53,F
0,Boxing,26,170,,M
0,Water Polo,25,170,71,F
0,Athletics,28,178,77,M
0,Swimming,22,190,90,M
0,Gymnastics - Artistic,27,147,,F
0,Volleyball,31,182,68,F
0,Wrestling,30,162,48,F
0,Tennis,31,185,90,M
0,Football,26,164,61,F
0,Boxing,29,158,,F
0,Athletics,30,177,80,F
0,Swimming,25,184,65,F
0,Athletics,24,180,81,M
0,Athletics,26,166,50,F
0,Gymnastics - Rhythmic,18,165,,F
1,Swimming,28,184,85,M
0,Shooting,36,174,70,M
1,Judo,24,162,57,F
0,Wrestling,26,168,60,M
0,Swimming,22,168,65,F
0,Swimming,21,166,57,F
0,Canoe Sprint,24,168,75,M
0,Table Tennis,24,188,75,M
0,Swimming,18,189,83,M
0,Wrestling,22,164,55,F
0,Wrestling,22,198,120,M
0,Beach Volleyball,32,191,88,M
0,Swimming,37,172,60,F
0,Basketball,32,186,80,F
0,Hockey,21,170,68,F
0,Athletics,25,178,86,F
0,Shooting,32,165,80,M
0,Equestrian,26,168,57,F
0,Water Polo,39,190,95,M
0,Judo,21,188,73,M
0,Athletics,36,169,53,F
0,Beach Volleyball,35,175,72,F
0,Athletics,32,191,109,M
0,Canoe Sprint,19,167,57,F
0,Athletics,20,185,75,M
0,Handball,23,173,88,F
0,Rowing,31,178,73,M
0,Athletics,33,,,F
0,Athletics,35,167,50,F
0,Athletics,32,175,54,F
0,Archery,21,178,74,M
0,Boxing,30,189,,M
0,Table Tennis,30,185,76,M
0,Basketball,26,188,79,F
0,Cycling - Track,23,195,102,M
0,Gymnastics - Rhythmic,17,170,,F
0,Athletics,29,190,90,M
0,Triathlon,23,161,51,F
0,Hockey,23,173,77,M
0,Football,20,180,68,M
0,Football,22,192,85,M
0,Hockey,27,177,84,M
1,Rowing,21,205,100,M
0,Swimming,22,168,58,F
0,Athletics,21,188,83,M
0,Handball,33,168,64,F
0,Modern Pentathlon,22,173,58,F
0,Water Polo,25,172,66,F
0,Football,22,193,88,M
0,Swimming,26,170,57,F
0,Athletics,21,154,53,F
0,Cycling - Mountain Bike,26,180,70,M
0,Athletics,33,177,64,F
0,Canoe Sprint,19,180,82,M
0,Water Polo,29,168,72,F
0,Diving,20,172,66,M
0,Athletics,30,188,70,M
0,Athletics,23,173,68,F
0,Basketball,25,185,70,F
1,Diving,20,180,74,M
1,Cycling - Track,24,168,69,F
0,Hockey,31,180,72,M
0,Handball,23,204,105,M
0,Athletics,19,170,77,M
0,Swimming,18,185,85,M
0,Football,23,181,80,M
0,Swimming,24,180,78,M
0,Volleyball,29,195,87,M
0,Football,25,174,67,M
0,Sailing,27,180,79,M
0,Hockey,24,188,98,M
0,Water Polo,27,192,105,M
0,Hockey,26,168,64,F
0,Tennis,20,170,61,F
0,"Athletics, Triathlon",30,173,60,F
0,Shooting,21,175,71,F
0,Athletics,30,170,59,F
0,Swimming,18,,,M
0,Canoe Sprint,28,173,79,M
0,Swimming,20,188,86,M
0,Judo,23,162,60,M
0,Rowing,32,196,98,M
0,Swimming,20,195,85,M
0,Volleyball,33,193,101,M
0,Athletics,26,172,52,F
0,Athletics,20,158,155,F
0,Football,21,165,68,F
1,Swimming,24,198,100,M
0,Football,29,174,73,F
0,Triathlon,31,178,64,M
0,Swimming,17,170,60,F
0,Swimming,15,180,70,F
0,Swimming,27,189,87,M
0,Athletics,24,173,69,F
0,Handball,29,189,93,M
0,Sailing,31,170,64,M
0,Athletics,25,173,52,M
0,Shooting,30,183,88,M
0,Taekwondo,21,173,,F
0,Athletics,22,180,70,M
1,Rowing,25,193,93,M
0,Swimming,19,172,71,M
0,Swimming,23,180,72,F
1,Cycling - Track,28,165,72,F
0,Diving,19,172,70,M
0,Swimming,20,161,55,F
0,Modern Pentathlon,23,,,F
0,Swimming,20,,,M
0,Athletics,23,184,61,M
0,Table Tennis,23,163,73,F
0,Tennis,30,169,59,F
0,Football,18,164,65,F
0,Swimming,22,163,55,F
0,Canoe Sprint,28,196,84,M
0,Athletics,24,178,75,M
0,Boxing,25,190,,M
0,Swimming,27,178,76,M
0,Football,22,164,64,F
0,Athletics,30,173,59,M
0,Handball,35,186,86,M
0,Athletics,23,165,51,F
0,Shooting,21,172,80,M
0,Football,21,183,75,M
0,Handball,22,171,63,F
0,Judo,27,173,66,M
0,Hockey,24,,,M
0,Swimming,27,183,74,M
0,Football,28,164,62,F
1,Swimming,15,172,64,F
0,Fencing,22,183,77,M
0,Athletics,25,180,84,M
0,Football,22,170,70,M
0,Athletics,21,178,65,M
0,Cycling - Track,19,,,F
0,Boxing,22,172,,M
0,Rowing,23,180,72,M
0,Basketball,26,216,110,M
0,Athletics,27,187,75,M
0,Boxing,27,185,,M
0,Judo,30,189,100,M
0,Judo,26,170,57,F
0,Athletics,25,158,55,F
0,Swimming,25,182,74,M
0,Sailing,39,166,61,F
0,Athletics,19,170,65,M
0,Athletics,29,182,57,F
0,Handball,32,170,61,F
0,Modern Pentathlon,33,178,71,M
0,Boxing,22,170,,M
0,Athletics,31,186,110,M
0,Athletics,32,182,78,M
0,Sailing,40,,,M
0,Swimming,28,192,84,M
0,Athletics,29,178,67,F
0,Athletics,25,183,72,M
0,Sailing,25,188,72,M
0,Swimming,25,173,58,F
0,Tennis,28,,,M
0,Judo,31,180,90,M
0,Tennis,31,184,80,M
0,Cycling - Road,34,180,65,M
0,Water Polo,23,178,69,F
0,Sailing,39,188,88,M
0,Rowing,28,174,70,M
0,Weightlifting,28,168,69,M
0,Judo,27,,72,M
0,Wrestling,26,159,59,F
0,Football,23,170,70,M
0,Diving,15,160,49,F
0,Handball,22,182,76,F
0,Beach Volleyball,21,180,70,F
0,Canoe Sprint,26,,,F
1,Judo,22,154,48,F
0,Volleyball,25,194,65,F
0,Football,29,162,,F
0,Boxing,24,190,,M
0,Athletics,21,178,74,M
0,Canoe Sprint,25,180,82,M
1,Rowing,30,194,93,M
0,Basketball,28,206,111,M
0,Swimming,26,183,70,F
0,Wrestling,24,,,M
0,Beach Volleyball,22,182,75,F
0,Taekwondo,32,163,,M
0,Athletics,27,168,50,F
0,Judo,25,180,70,F
0,Athletics,24,189,76,M
0,Swimming,22,182,80,M
0,Athletics,26,178,63,M
0,Boxing,26,176,,M
0,Athletics,29,171,60,F
0,Football,17,176,78,M
0,Swimming,24,178,75,M
0,Equestrian,31,166,56,F
0,Rowing,28,195,95,M
0,Swimming,25,190,85,M
0,Swimming,21,163,55,F
0,Wrestling,23,162,48,F
0,Football,21,182,90,M
0,Football,24,174,75,F
0,Volleyball,23,180,70,F
0,Rowing,28,183,72,M
0,Athletics,30,184,81,F
0,Basketball,31,178,75,F
0,Table Tennis,31,162,48,F
0,Modern Pentathlon,24,170,56,F
0,Sailing,32,185,79,M
0,Boxing,20,170,,M
0,Equestrian,42,162,50,F
0,Swimming,20,175,65,F
0,Boxing,32,164,,F
0,Wrestling,32,167,63,F
1,Rowing,27,179,69,F
0,Athletics,24,190,85,M
0,Equestrian,33,173,70,M
0,Taekwondo,25,185,,M
0,Volleyball,27,194,70,F
0,Equestrian,30,177,59,F
0,Badminton,27,178,70,F
0,Hockey,21,173,66,F
0,Shooting,24,155,54,F
0,Athletics,26,165,51,F
0,Swimming,17,183,73,M
0,Athletics,27,166,70,F
0,Sailing,30,178,69,F
0,Wrestling,28,167,74,M
0,Hockey,28,178,68,M
0,Football,22,179,70,M
0,Sailing,33,171,65,M
0,Boxing,23,175,,M
0,Handball,28,192,94,M
0,Volleyball,21,190,80,F
0,Rowing,26,197,102,M
0,Shooting,45,169,97,F
0,Canoe Sprint,23,172,78,M
0,Sailing,23,176,63,F
0,Shooting,28,179,80,M
0,Shooting,25,165,59,F
0,Rowing,22,195,94,M
0,Athletics,23,195,86,M
1,Judo,32,195,115,M
0,Volleyball,24,202,106,M
0,Athletics,36,201,145,M
0,Athletics,30,180,96,F
0,Fencing,24,167,53,F
0,Athletics,39,161,48,F
0,Canoe Sprint,32,174,67,F
0,Taekwondo,24,164,,F
0,Handball,27,190,100,M
0,Canoe Sprint,26,170,65,F
0,Gymnastics - Artistic,19,163,,M
0,Handball,26,180,72,F
0,Cycling - Mountain Bike,30,173,65,M
0,Athletics,26,182,75,M
0,Equestrian,46,168,57,F
0,Judo,25,171,70,F
0,Athletics,39,191,88,M
0,Shooting,44,178,83,M
0,Gymnastics - Artistic,18,167,,F
0,Sailing,25,187,83,M
0,Swimming,22,166,53,F
0,Handball,24,157,60,F
0,Cycling - Road,35,191,78,M
0,Equestrian,65,185,76,M
0,Water Polo,24,188,89,M
0,Volleyball,23,191,86,M
0,Gymnastics - Artistic,20,140,,F
0,Athletics,25,170,67,M
0,Athletics,18,185,69,F
0,Athletics,25,190,78,M
0,Rowing,28,196,96,M
0,Hockey,24,171,67,F
0,Gymnastics - Artistic,28,155,,F
0,Sailing,24,157,50,F
0,Basketball,23,180,85,M
0,Archery,19,174,60,M
0,Judo,24,168,60,M
0,Athletics,25,179,63,M
0,Weightlifting,33,158,62,M
0,Athletics,23,165,53,F
0,Water Polo,27,186,95,M
0,Diving,21,173,63,M
0,Gymnastics - Artistic,22,148,,F
0,Hockey,25,180,75,M
0,Water Polo,24,183,89,M
0,Judo,25,162,52,F
0,Water Polo,21,174,73,F
0,Tennis,35,195,93,M
0,Athletics,23,171,53,F
0,Rowing,26,182,77,F
0,Shooting,42,185,70,M
0,Tennis,25,,,F
0,Weightlifting,22,168,69,M
0,Athletics,28,166,50,F
0,Judo,30,166,63,F
0,Basketball,24,181,65,F
0,Sailing,22,186,95,M
0,Shooting,27,190,98,M
0,Diving,24,174,67,M
0,Cycling - Track,21,180,81,M
0,Athletics,30,168,72,F
0,Athletics,29,165,56,F
0,Gymnastics - Artistic,21,155,,F
0,Athletics,25,185,79,M
0,Athletics,22,180,74,M
0,Gymnastics - Rhythmic,26,165,,F
0,Volleyball,21,201,90,M
0,Boxing,25,167,,M
0,Canoe Sprint,22,191,89,M
0,Gymnastics - Rhythmic,23,181,,F
0,Water Polo,24,194,85,M
0,Hockey,22,166,55,F
0,Synchronised Swimming,18,168,,F
0,Football,34,165,54,F
0,Gymnastics - Rhythmic,18,170,,F
1,Weightlifting,26,146,48,F
0,Fencing,21,178,70,M
0,Football,27,157,52,F
0,Volleyball,25,170,75,F
0,Basketball,24,188,88,F
0,Weightlifting,25,160,69,F
0,Weightlifting,19,148,48,F
0,Table Tennis,23,172,66,M
0,Swimming,19,180,65,F
0,Tennis,19,182,69,F
0,Cycling - Road,39,180,73,M
0,Football,30,172,76,F
0,Volleyball,22,195,67,M
0,Cycling - Road,21,,,F
0,Football,26,170,59,F
0,Athletics,31,156,45,F
0,Handball,33,196,95,M
0,Football,29,163,56,F
0,Cycling - Road,25,180,67,M
0,Wrestling,24,170,55,M
0,Trampoline,25,165,,M
0,Wrestling,25,185,110,M
0,Fencing,26,177,64,F
0,Triathlon,27,171,57,F
0,Athletics,30,188,69,M
0,Badminton,29,185,75,M
0,Handball,29,187,102,M
0,Athletics,22,180,66,F
0,Judo,24,170,66,M
0,Archery,20,171,70,M
0,Table Tennis,18,161,57,F
0,Fencing,36,162,56,F
0,Boxing,22,170,,M
0,Athletics,19,178,63,M
0,Wrestling,22,165,55,M
0,Football,22,178,74,M
0,Synchronised Swimming,22,167,,F
0,Athletics,18,,,M
0,Wrestling,34,185,96,M
0,Football,29,186,80,M
0,Rowing,20,164,56,F
0,Athletics,21,,,F
0,Weightlifting,17,160,75,F
0,Weightlifting,19,180,94,M
0,Athletics,21,,,M
0,Shooting,28,171,64,M
0,Sailing,19,182,82,M
0,Athletics,32,166,55,F
0,Shooting,29,168,65,F
0,Gymnastics - Rhythmic,17,173,,F
0,Handball,22,187,83,M
0,Athletics,26,192,83,M
0,Football,23,187,82,M
0,Modern Pentathlon,33,190,85,M
0,Judo,28,,85,F
0,Taekwondo,26,162,,M
0,Athletics,27,190,73,M
0,Athletics,27,156,50,M
0,Triathlon,22,178,59,M
0,Athletics,28,173,57,F
0,Canoe Sprint,22,168,66,F
0,Canoe Sprint,23,158,67,F
1,Shooting,29,174,74,M
0,Taekwondo,28,183,,M
0,Swimming,37,177,65,F
0,Boxing,22,175,,M
0,Boxing,19,,,M
0,Water Polo,28,194,108,M
0,Gymnastics - Artistic,28,165,,M
0,Athletics,22,178,59,F
0,Athletics,28,183,77,F
0,Taekwondo,33,178,,M
0,Football,25,158,58,F
1,Canoe Slalom,28,170,68,M
0,Swimming,25,194,90,M
0,Table Tennis,28,,,F
0,Tennis,28,185,77,M
0,Athletics,33,,,M
0,Judo,33,174,87,F
0,Weightlifting,22,158,58,F
0,Judo,25,166,105,F
0,Swimming,24,194,90,M
0,Shooting,23,175,64,M
0,Boxing,27,185,,M
0,Sailing,46,175,74,F
0,Athletics,31,172,59,F
0,Fencing,33,185,80,M
0,Table Tennis,28,180,73,M
0,Judo,26,159,57,F
0,Table Tennis,31,182,80,M
0,Hockey,24,165,71,M
0,Sailing,20,190,80,M
0,Badminton,20,166,64,F
0,Weightlifting,23,153,56,M
0,Football,20,169,62,F
0,Football,21,158,55,F
0,Athletics,21,176,68,M
0,Swimming,22,195,96,M
0,Football,21,174,74,M
0,Cycling - Mountain Bike,27,186,71,M
0,Synchronised Swimming,20,167,,F
0,Athletics,29,,,F
0,Basketball,29,205,96,M
0,Cycling - BMX,23,177,80,M
0,Football,18,162,52,F
0,Cycling - Road,26,163,50,F
0,Handball,32,176,62,F
0,Hockey,29,170,62,F
0,Swimming,23,198,98,M
0,Basketball,23,183,79,F
0,Hockey,31,183,81,M
0,Sailing,27,188,84,M
0,Judo,27,168,60,M
0,Gymnastics - Artistic,15,153,,F
0,Football,28,165,55,F
0,Athletics,34,,,M
0,Cycling - Track,24,181,70,M
0,Athletics,29,185,75,M
0,Weightlifting,23,170,84,M
0,Handball,26,167,56,F
0,Water Polo,27,167,70,F
0,Gymnastics - Artistic,30,165,,M
0,Swimming,21,180,63,F
0,Cycling - Mountain Bike,28,164,52,F
0,Swimming,23,178,65,F
0,Rowing,34,179,69,M
0,Fencing,34,188,88,M
0,Judo,30,170,68,F
0,Athletics,28,172,76,M
0,Athletics,26,168,49,F
0,Athletics,27,177,93,F
0,Athletics,32,168,52,M
0,Athletics,31,,,F
0,Football,21,182,79,M
0,Judo,25,160,48,F
0,Rowing,31,194,94,M
0,Swimming,33,184,78,M
0,Football,23,173,62,F
1,Rowing,29,191,85,M
0,Athletics,29,183,79,M
0,Volleyball,28,170,60,F
0,Football,23,182,77,M
0,Athletics,19,178,70,M
1,Rowing,30,177,71,F
0,Athletics,27,184,66,M
0,Cycling - Track,27,183,67,M
0,Rowing,31,197,95,M
0,Swimming,23,178,65,F
0,Athletics,26,181,62,F
0,Rowing,28,193,94,M
0,Rowing,32,195,104,M
1,Swimming,20,180,73,M
0,Water Polo,26,180,69,F
0,Triathlon,30,172,54,F
0,Sailing,33,178,77,M
0,Handball,28,199,98,M
0,Athletics,23,190,110,M
0,Equestrian,21,188,80,M
1,Rowing,28,194,90,M
0,Handball,34,181,75,F
0,Athletics,22,,,M
0,Football,28,171,72,F
0,Water Polo,34,191,95,M
0,Swimming,21,163,52,F
1,Shooting,40,182,77,M
0,Athletics,21,172,57,F
0,Judo,30,180,78,F
0,Rowing,22,162,60,F
0,Athletics,25,189,90,M
0,Fencing,21,182,74,M
0,Athletics,34,171,57,F
0,Wrestling,26,174,74,M
0,Athletics,32,188,74,M
0,Judo,24,166,60,M
0,Athletics,25,177,64,M
0,Table Tennis,23,,,F
0,Football,21,176,70,M
0,Handball,25,170,66,F
0,Water Polo,24,198,115,M
0,Athletics,27,203,120,M
0,Swimming,14,172,72,F
0,Athletics,27,174,60,M
0,Fencing,14,161,53,F
0,Rowing,26,190,71,M
0,Shooting,23,185,93,M
0,Athletics,29,,,M
0,Volleyball,27,211,51,M
0,Shooting,29,165,70,F
0,Basketball,26,216,116,M
0,Canoe Sprint,22,182,84,M
0,Swimming,23,178,78,M
0,Sailing,24,165,63,F
0,Sailing,25,190,80,M
0,Athletics,28,160,50,F
0,Judo,28,184,81,M
0,Athletics,26,180,68,M
0,Athletics,20,170,68,M
0,Athletics,21,167,65,M
0,Rowing,23,183,70,M
0,Rowing,23,182,70,M
0,Hockey,26,170,73,F
1,Rowing,25,208,102,M
0,Hockey,25,185,82,M
0,Equestrian,48,167,56,F
0,Rowing,25,173,59,F
0,Hockey,25,175,66,F
0,Equestrian,38,182,76,M
3,Swimming,22,183,71,F
0,Swimming,33,178,65,M
0,Taekwondo,25,,,M
0,Taekwondo,21,188,,M
0,Hockey,23,,,M
0,Athletics,29,160,50,F
0,Athletics,31,190,122,M
0,Cycling - Track,31,182,87,M
0,Wrestling,26,,,M
0,Canoe Slalom,28,190,87,M
0,Archery,20,176,70,M
0,Tennis,29,192,75,M
0,Judo,27,162,52,F
0,Athletics,26,193,90,F
0,Gymnastics - Rhythmic,17,168,,F
0,Athletics,28,178,60,M
0,Beach Volleyball,27,178,70,F
0,Sailing,34,176,69,F
0,Fencing,22,180,68,F
0,Athletics,27,180,67,M
0,Weightlifting,22,157,69,F
0,Athletics,29,165,51,F
0,Athletics,26,207,130,M
0,Athletics,29,189,77,M
0,Football,19,169,65,M
0,Judo,26,158,52,F
0,Judo,22,160,48,F
0,Taekwondo,21,,,F
0,Gymnastics - Artistic,22,171,,M
0,Equestrian,43,172,73,M
0,Cycling - Road,26,164,54,F
0,Taekwondo,19,178,,M
0,Hockey,31,160,57,F
0,Cycling - Track,29,187,78,M
0,Gymnastics - Rhythmic,17,172,,F
0,Judo,31,180,80,M
0,Canoe Sprint,24,162,58,F
0,Hockey,27,158,53,F
0,Athletics,32,185,97,M
0,Football,22,176,71,M
0,Football,23,191,82,M
0,Boxing,26,182,,M
0,Athletics,30,186,82,M
0,Handball,32,185,78,F
0,Sailing,30,183,82,M
0,Athletics,31,172,,F
0,Judo,26,176,73,M
0,Athletics,37,187,99,M
0,Sailing,22,185,72,F
0,Swimming,26,188,82,M
0,Swimming,19,171,71,F
0,Equestrian,35,180,75,M
0,Basketball,28,183,75,F
0,Tennis,25,188,84,M
0,Swimming,21,183,72,M
1,Rowing,30,195,98,M
0,Athletics,28,158,44,F
0,Tennis,26,190,82,M
0,Gymnastics - Rhythmic,22,169,,F
0,Triathlon,23,178,71,M
0,Athletics,21,,,M
0,Modern Pentathlon,22,174,59,F
0,Triathlon,34,160,46,F
0,Football,20,184,78,M
0,Wrestling,23,180,96,M
0,Swimming,18,173,60,F
0,Volleyball,23,218,115,M
0,Water Polo,23,170,65,F
0,Judo,21,166,60,M
0,Judo,24,182,81,M
0,Athletics,35,182,72,M
0,Water Polo,24,200,102,M
1,Rowing,29,183,77,F
0,Athletics,31,175,60,M
0,Badminton,24,175,70,M
0,Rowing,26,179,70,F
2,Gymnastics - Artistic,17,162,,F
0,Cycling - Track,23,163,50,F
0,Athletics,23,187,73,M
0,Athletics,27,162,52,M
0,Athletics,25,,,M
0,Athletics,24,176,76,M
0,Swimming,24,170,63,F
0,Hockey,27,171,68,F
0,Athletics,25,168,55,F
0,Athletics,34,172,58,M
0,Boxing,25,187,,M
0,Athletics,19,182,75,F
0,Athletics,28,158,54,M
0,Boxing,30,195,,M
0,Athletics,18,170,70,M
0,Football,21,185,81,M
0,Athletics,32,208,160,M
0,Athletics,29,187,81,M
0,Water Polo,27,185,75,M
0,Archery,26,178,71,M
0,Sailing,33,175,75,M
0,Gymnastics - Artistic,20,156,,F
1,Rowing,25,173,72,F
0,Handball,36,198,104,M
1,Rowing,33,199,100,M
0,Shooting,42,186,90,M
0,Volleyball,24,185,72,F
0,Athletics,25,178,68,M
0,Sailing,34,185,68,M
0,Equestrian,37,172,52,F
0,Athletics,25,172,70,M
0,Cycling - Mountain Bike,30,175,69,M
0,Triathlon,28,168,56,M
0,Basketball,27,215,122,M
0,Handball,32,177,84,F
0,Basketball,29,190,85,M
0,Canoe Sprint,33,177,74,M
0,Canoe Slalom,28,182,79,M
0,Cycling - Mountain Bike,27,172,68,M
0,Athletics,23,166,60,F
0,Triathlon,35,167,54,F
0,Shooting,40,166,58,F
0,Canoe Sprint,31,172,61,F
0,Athletics,23,171,57,F
0,Athletics,24,164,53,F
0,Athletics,26,186,83,F
0,Basketball,25,178,75,F
0,Tennis,32,190,79,M
0,Handball,26,182,71,M
0,Rowing,34,182,73,M
0,Volleyball,25,195,86,M
0,Volleyball,24,204,92,M
0,Swimming,22,197,94,M
0,Basketball,31,176,85,M
0,Hockey,29,165,56,F
0,Athletics,28,197,120,M
0,Shooting,28,192,85,M
0,Fencing,26,169,64,F
0,Athletics,29,177,80,F
0,Wrestling,33,166,63,F
0,Basketball,26,196,89,M
0,Equestrian,57,173,63,F
0,Gymnastics - Rhythmic,22,167,,F
1,Judo,22,170,66,M
0,Athletics,23,174,60,M
0,Sailing,36,170,70,M
0,Shooting,31,175,82,M
1,Rowing,29,195,96,M
0,Fencing,22,190,88,M
0,Fencing,24,178,73,M
0,Cycling - Mountain Bike,27,183,70,M
0,Athletics,23,158,55,F
0,Taekwondo,18,174,,F
0,Swimming,19,163,61,F
0,"Cycling - Road, Cycling - Track",27,162,53,F
0,Athletics,23,182,62,M
0,Table Tennis,23,165,53,F
0,Cycling - Track,21,175,64,F
0,Weightlifting,33,165,68,F
0,Football,23,185,78,M
0,Athletics,27,,,M
0,Boxing,24,188,,M
0,Rowing,25,197,100,M
0,Volleyball,24,191,91,M
0,Volleyball,31,202,100,M
0,Basketball,19,191,82,F
0,Basketball,29,201,90,M
0,Athletics,29,198,80,M
0,Hockey,28,170,72,M
0,Boxing,30,167,,F
0,Football,28,165,65,F
0,Hockey,26,160,60,F
0,Sailing,28,180,76,M
0,Sailing,19,186,84,M
0,Canoe Slalom,23,177,71,M
0,Shooting,25,172,52,F
0,Canoe Sprint,25,,,F
0,Swimming,19,187,72,M
0,Table Tennis,30,161,53,F
0,Gymnastics - Artistic,22,165,,M
0,Fencing,26,166,61,F
0,Weightlifting,20,163,62,M
0,Athletics,25,191,82,M
0,Cycling - Road,30,185,68,M
0,Athletics,29,175,70,M
0,Cycling - Road,22,162,58,F
0,Badminton,21,167,60,F
0,Shooting,29,161,52,F
0,Gymnastics - Artistic,22,156,,M
0,Wrestling,27,193,114,M
0,Canoe Sprint,26,165,61,F
0,Cycling - Road,24,178,70,M
0,Cycling - Mountain Bike,32,175,66,M
0,Football,23,177,67,M
0,Shooting,31,169,61,F
0,Equestrian,34,186,76,M
0,Volleyball,22,196,84,M
0,Athletics,29,165,55,F
0,Handball,31,209,115,M
0,Weightlifting,26,192,152,M
0,Water Polo,28,198,97,M
1,Judo,28,178,100,M
0,Athletics,32,160,48,F
0,Canoe Sprint,22,165,63,F
0,Football,21,174,70,M
0,Football,19,165,70,M
0,Swimming,24,184,68,F
0,Diving,25,155,52,F
0,Hockey,25,161,52,F
0,Cycling - Track,33,174,77,M
0,Judo,21,175,81,M
0,Volleyball,26,159,53,F
0,Athletics,29,173,58,M
0,Athletics,21,180,73,M
0,Synchronised Swimming,23,163,,F
0,Judo,23,157,52,F
0,Athletics,23,173,67,M
0,Fencing,26,173,60,F
1,Judo,23,168,73,M
0,Fencing,28,171,63,F
